time_aest,model,level,normal_velocity_inward_positive_ms,salinity_psu,temperature_degC,salt_advection_index_psu_ms,valid_segment_count
2011-05-03 21:00:00,TUFLOW,Surface,-0.0591124289,24.6633602276,17.6199532444,-1.4597336392,6
2011-05-03 22:00:00,TUFLOW,Surface,-0.0743290919,24.9049761750,17.5909656317,-1.8529920146,6
2011-05-03 23:00:00,TUFLOW,Surface,-0.0873002886,25.1311971845,17.5782354131,-2.1951295743,6
2011-05-04 00:00:00,TUFLOW,Surface,-0.1427543772,25.2815007415,17.5746334968,-3.6086603603,6
2011-05-04 01:00:00,TUFLOW,Surface,-0.1708955389,25.6042547177,17.6468548263,-4.3759408147,6
2011-05-04 02:00:00,TUFLOW,Surface,-0.2236558461,25.7042837144,17.7128533619,-5.7500930690,6
2011-05-04 03:00:00,TUFLOW,Surface,-0.2542347558,25.3329006779,17.6677426725,-6.4422839061,6
2011-05-04 04:00:00,TUFLOW,Surface,-0.2310815672,24.8285412406,17.5206309018,-5.7402507873,6
2011-05-04 05:00:00,TUFLOW,Surface,-0.2282054192,24.4461049156,17.3515808329,-5.5825125252,6
2011-05-04 06:00:00,TUFLOW,Surface,-0.1959722501,24.1792696141,17.2116418616,-4.7432611713,6
2011-05-04 07:00:00,TUFLOW,Surface,-0.1405770352,24.1795311406,17.1296726207,-3.4042616911,6
2011-05-04 08:00:00,TUFLOW,Surface,-0.0888100886,24.4001044340,17.1141058469,-2.1705202721,6
2011-05-04 09:00:00,TUFLOW,Surface,-0.0418124454,24.9413671558,17.2020805654,-1.0455839284,6
2011-05-04 10:00:00,TUFLOW,Surface,-0.0422959361,25.4483871429,17.3048397502,-1.0772391200,6
2011-05-04 11:00:00,TUFLOW,Surface,-0.0387374822,25.6349517398,17.3473117079,-0.9945570167,6
2011-05-04 12:00:00,TUFLOW,Surface,-0.0416791092,25.6351425208,17.3232580190,-1.0657842841,6
2011-05-04 13:00:00,TUFLOW,Surface,-0.0833066496,25.5694469374,17.3402197427,-2.1254974110,6
2011-05-04 14:00:00,TUFLOW,Surface,-0.1559775275,25.8481474786,17.4585275820,-4.0290175145,6
2011-05-04 15:00:00,TUFLOW,Surface,-0.2061280901,26.3181564485,17.6764496148,-5.4244250303,6
2011-05-04 16:00:00,TUFLOW,Surface,-0.2375406882,25.9050801970,17.6619538709,-6.1545475738,6
2011-05-04 17:00:00,TUFLOW,Surface,-0.2371502174,25.3905307258,17.4922850080,-6.0238837443,6
2011-05-04 18:00:00,TUFLOW,Surface,-0.2263226176,24.9813641242,17.3228232271,-5.6573151001,6
2011-05-04 19:00:00,TUFLOW,Surface,-0.1800399311,24.8007555516,17.1899562788,-4.4694307692,6
2011-05-04 20:00:00,TUFLOW,Surface,-0.1272800021,24.8826576468,17.1134175119,-3.1713829648,6
2011-05-04 21:00:00,TUFLOW,Surface,-0.0824347311,25.1661325778,17.0809207843,-2.0770390006,6
2011-05-04 22:00:00,TUFLOW,Surface,-0.0809809282,25.4548972954,17.0509425552,-2.0628088278,6
2011-05-04 23:00:00,TUFLOW,Surface,-0.0645306860,25.7614085550,17.0557898116,-1.6641560764,6
2011-05-05 00:00:00,TUFLOW,Surface,-0.1088474595,25.8226712588,16.9870255027,-2.8108854529,6
2011-05-05 01:00:00,TUFLOW,Surface,-0.1287055953,26.0651824294,17.0098692164,-3.3539994512,6
2011-05-05 02:00:00,TUFLOW,Surface,-0.1896460974,26.2483405295,17.0296381060,-4.9782696072,6
2011-05-05 03:00:00,TUFLOW,Surface,-0.2144549703,26.2534493496,17.0921658166,-5.6313180617,6
2011-05-05 04:00:00,TUFLOW,Surface,-0.2556695279,25.7746275901,16.9928844773,-6.5912524422,6
2011-05-05 05:00:00,TUFLOW,Surface,-0.2252167808,25.2048371223,16.7836362616,-5.6791503057,6
2011-05-05 06:00:00,TUFLOW,Surface,-0.2249382813,24.8142629293,16.6175474466,-5.5849898573,6
2011-05-05 07:00:00,TUFLOW,Surface,-0.1597953011,24.6553693018,16.4866786470,-3.9446364012,6
2011-05-05 08:00:00,TUFLOW,Surface,-0.1323200815,24.6869293742,16.4283786964,-3.2708056985,6
2011-05-05 09:00:00,TUFLOW,Surface,-0.0824285617,24.9208505908,16.4672206983,-2.0572536305,6
2011-05-05 10:00:00,TUFLOW,Surface,-0.0373069151,25.5060545371,16.6319672178,-0.9543329759,6
2011-05-05 11:00:00,TUFLOW,Surface,-0.0495391425,25.9499607500,16.7867677265,-1.2858672691,6
2011-05-05 12:00:00,TUFLOW,Surface,-0.0615124955,26.2162637414,16.9403189010,-1.6134017859,6
2011-05-05 13:00:00,TUFLOW,Surface,-0.0954873611,26.3263922433,17.0607890736,-2.5140582283,6
2011-05-05 14:00:00,TUFLOW,Surface,-0.1252097040,26.6029925655,17.2192708733,-3.3309365479,6
2011-05-05 15:00:00,TUFLOW,Surface,-0.2003719812,26.9100500806,17.3685210729,-5.3924670520,6
2011-05-05 16:00:00,TUFLOW,Surface,-0.2234400620,26.7770597553,17.4396221324,-5.9840413146,6
2011-05-05 17:00:00,TUFLOW,Surface,-0.2255098233,26.2112042965,17.3013697771,-5.9120335649,6
2011-05-05 18:00:00,TUFLOW,Surface,-0.2208928825,25.6704424983,17.0885183187,-5.6724098991,6
2011-05-05 19:00:00,TUFLOW,Surface,-0.1935546727,25.2934332390,16.9381220253,-4.8987034901,6
2011-05-05 20:00:00,TUFLOW,Surface,-0.1394467644,25.1978518874,16.8579813887,-3.5177323073,6
2011-05-05 21:00:00,TUFLOW,Surface,-0.1049493670,25.2864235311,16.8066063055,-2.6565731390,6
2011-05-05 22:00:00,TUFLOW,Surface,-0.0543204448,25.6614321769,16.8181456355,-1.3958554278,6
2011-05-05 23:00:00,TUFLOW,Surface,-0.0803221270,25.9011335528,16.7756404079,-2.0806434760,6
2011-05-06 00:00:00,TUFLOW,Surface,-0.0553104141,26.2100954281,16.7681112314,-1.4516607865,6
2011-05-06 01:00:00,TUFLOW,Surface,-0.1115712921,26.3180511119,16.6806327148,-2.9362899003,6
2011-05-06 02:00:00,TUFLOW,Surface,-0.1457870477,26.6360954590,16.7169403905,-3.8827805561,6
2011-05-06 03:00:00,TUFLOW,Surface,-0.2239234238,26.8457926147,16.7693153535,-6.0118316366,6
2011-05-06 04:00:00,TUFLOW,Surface,-0.2368323178,26.6194983451,16.8285833997,-6.3051129306,6
2011-05-06 05:00:00,TUFLOW,Surface,-0.2832069533,25.9389808011,16.6439115558,-7.3463642210,6
2011-05-06 06:00:00,TUFLOW,Surface,-0.2493114621,25.2126964114,16.3817354019,-6.2866455940,6
2011-05-06 07:00:00,TUFLOW,Surface,-0.2175959880,24.8727023076,16.2010707294,-5.4152805546,6
2011-05-06 08:00:00,TUFLOW,Surface,-0.1781239855,24.7736952806,16.1002111674,-4.4165654235,6
2011-05-06 09:00:00,TUFLOW,Surface,-0.1028316977,24.9329532413,16.1203785816,-2.5671999723,6
2011-05-06 10:00:00,TUFLOW,Surface,-0.0544507000,25.4465795012,16.3016394340,-1.3878439467,6
2011-05-06 11:00:00,TUFLOW,Surface,-0.0516924100,26.0005055104,16.5319740613,-1.3440359475,6
2011-05-06 12:00:00,TUFLOW,Surface,-0.0164047762,26.9564714437,16.9345392030,-0.4255432265,6
2011-05-06 13:00:00,TUFLOW,Surface,-0.0679483131,27.2626451314,17.0942203177,-1.8299418327,6
2011-05-06 14:00:00,TUFLOW,Surface,-0.0958914028,27.0642964370,17.0776266633,-2.5942682509,6
2011-05-06 15:00:00,TUFLOW,Surface,-0.1488978835,27.1738152692,17.1213296116,-4.0465152094,6
2011-05-06 16:00:00,TUFLOW,Surface,-0.2047213598,27.4422981300,17.2480455291,-5.6186921621,6
2011-05-06 17:00:00,TUFLOW,Surface,-0.2253524877,27.1030174704,17.2653385623,-6.1079810379,6
2011-05-06 18:00:00,TUFLOW,Surface,-0.2245327377,26.4419244841,17.0468914864,-5.9372489196,6
2011-05-06 19:00:00,TUFLOW,Surface,-0.2333844417,25.8005913840,16.8078779262,-6.0224260976,6
2011-05-06 20:00:00,TUFLOW,Surface,-0.1893620729,25.3889631385,16.6455932411,-4.8100378259,6
2011-05-06 21:00:00,TUFLOW,Surface,-0.1306837451,25.3451148918,16.5595067762,-3.3153470059,6
2011-05-06 22:00:00,TUFLOW,Surface,-0.0834420575,25.5879625443,16.5352081859,-2.1368315904,6
2011-05-06 23:00:00,TUFLOW,Surface,-0.0741028815,25.9964707538,16.5474543636,-1.9266821030,6
2011-05-07 00:00:00,TUFLOW,Surface,-0.0523116353,26.5267795037,16.6070923970,-1.3886828165,6
