time_aest,location,bed_elevation_m,tuflow_water_level_m,schism_water_level_m,reference_surface_m,surface_target_z_m,mid_depth_target_z_m,near_bottom_target_z_m
2011-05-03 01:00:00,Middle,-4.7865343094,0.0995635986,0.1435919676,0.1215777831,-0.3784222169,-2.3324782631,-4.2865343094
2011-05-03 02:00:00,Middle,-4.7865343094,0.0328683853,0.0818514818,0.0573599336,-0.4426400664,-2.3645871879,-4.2865343094
2011-05-03 03:00:00,Middle,-4.7865343094,-0.0319948196,0.0175758243,-0.0072094977,-0.5072094977,-2.3968719035,-4.2865343094
2011-05-03 04:00:00,Middle,-4.7865343094,-0.0786504745,-0.0351638563,-0.0569071654,-0.5569071654,-2.4217207374,-4.2865343094
2011-05-03 05:00:00,Middle,-4.7865343094,-0.1217074394,-0.0784586879,-0.1000830636,-0.6000830636,-2.4433086865,-4.2865343094
2011-05-03 06:00:00,Middle,-4.7865343094,-0.1155490875,-0.0838856735,-0.0997173805,-0.5997173805,-2.4431258450,-4.2865343094
2011-05-03 07:00:00,Middle,-4.7865343094,-0.0715198517,-0.0452294821,-0.0583746669,-0.5583746669,-2.4224544881,-4.2865343094
2011-05-03 08:00:00,Middle,-4.7865343094,-0.0154781342,0.0115539981,-0.0019620680,-0.5019620680,-2.3942481887,-4.2865343094
2011-05-03 09:00:00,Middle,-4.7865343094,0.0664663315,0.0835222582,0.0749942948,-0.4250057052,-2.3557700073,-4.2865343094
2011-05-03 10:00:00,Middle,-4.7865343094,0.1289982796,0.1510058126,0.1400020461,-0.3599979539,-2.3232661317,-4.2865343094
2011-05-03 11:00:00,Middle,-4.7865343094,0.1668920517,0.1945283721,0.1807102119,-0.3192897881,-2.3029120487,-4.2865343094
2011-05-03 12:00:00,Middle,-4.7865343094,0.1717925072,0.2041438556,0.1879681814,-0.3120318186,-2.2992830640,-4.2865343094
2011-05-03 13:00:00,Middle,-4.7865343094,0.1386184692,0.1789791225,0.1587987958,-0.3412012042,-2.3138677568,-4.2865343094
2011-05-03 14:00:00,Middle,-4.7865343094,0.0929002762,0.1350794384,0.1139898573,-0.3860101427,-2.3362722260,-4.2865343094
2011-05-03 15:00:00,Middle,-4.7865343094,0.0305423737,0.0791238315,0.0548331026,-0.4451668974,-2.3658506034,-4.2865343094
2011-05-03 16:00:00,Middle,-4.7865343094,-0.0195808411,0.0252570641,0.0028381115,-0.4971618885,-2.3918480989,-4.2865343094
2011-05-03 17:00:00,Middle,-4.7865343094,-0.0598607063,-0.0174231232,-0.0386419147,-0.5386419147,-2.4125881121,-4.2865343094
2011-05-03 18:00:00,Middle,-4.7865343094,-0.0644030571,-0.0299052300,-0.0471541436,-0.5471541436,-2.4168442265,-4.2865343094
2011-05-03 19:00:00,Middle,-4.7865343094,-0.0397281647,-0.0098479549,-0.0247880598,-0.5247880598,-2.4056611846,-4.2865343094
2011-05-03 20:00:00,Middle,-4.7865343094,0.0036487579,0.0334996766,0.0185742173,-0.4814257827,-2.3839800460,-4.2865343094
2011-05-03 21:00:00,Middle,-4.7865343094,0.0789070129,0.0986562017,0.0887816073,-0.4112183927,-2.3488763510,-4.2865343094
2011-05-03 22:00:00,Middle,-4.7865343094,0.1365275383,0.1610667980,0.1487971681,-0.3512028319,-2.3188685706,-4.2865343094
2011-05-03 23:00:00,Middle,-4.7865343094,0.1784415245,0.2052417065,0.1918416155,-0.3081583845,-2.2973463470,-4.2865343094
2011-05-04 00:00:00,Middle,-4.7865343094,0.1802382469,0.2140667975,0.1971525222,-0.3028474778,-2.2946908936,-4.2865343094
2011-05-04 01:00:00,Middle,-4.7865343094,0.1495156288,0.1883756130,0.1689456209,-0.3310543791,-2.3087943442,-4.2865343094
2011-05-04 02:00:00,Middle,-4.7865343094,0.0930414200,0.1377249474,0.1153831837,-0.3846168163,-2.3355755628,-4.2865343094
2011-05-04 03:00:00,Middle,-4.7865343094,0.0119047165,0.0659187844,0.0389117504,-0.4610882496,-2.3738112795,-4.2865343094
2011-05-04 04:00:00,Middle,-4.7865343094,-0.0507621765,-0.0024426515,-0.0266024140,-0.5266024140,-2.4065683617,-4.2865343094
2011-05-04 05:00:00,Middle,-4.7865343094,-0.0978903770,-0.0536572267,-0.0757738018,-0.5757738018,-2.4311540556,-4.2865343094
2011-05-04 06:00:00,Middle,-4.7865343094,-0.1325097084,-0.0898873790,-0.1111985437,-0.6111985437,-2.4488664265,-4.2865343094
2011-05-04 07:00:00,Middle,-4.7865343094,-0.1225337982,-0.0902301926,-0.1063819954,-0.6063819954,-2.4464581524,-4.2865343094
2011-05-04 08:00:00,Middle,-4.7865343094,-0.0737218857,-0.0465134673,-0.0601176765,-0.5601176765,-2.4233259929,-4.2865343094
2011-05-04 09:00:00,Middle,-4.7865343094,0.0063652992,0.0263864384,0.0163758688,-0.4836241312,-2.3850792203,-4.2865343094
2011-05-04 10:00:00,Middle,-4.7865343094,0.0895142555,0.1065824497,0.0980483526,-0.4019516474,-2.3442429784,-4.2865343094
2011-05-04 11:00:00,Middle,-4.7865343094,0.1497130394,0.1738840061,0.1617985228,-0.3382014772,-2.3123678933,-4.2865343094
2011-05-04 12:00:00,Middle,-4.7865343094,0.1824975014,0.2096815092,0.1960895053,-0.3039104947,-2.2952224020,-4.2865343094
2011-05-04 13:00:00,Middle,-4.7865343094,0.1775884628,0.2127052472,0.1951468550,-0.3048531450,-2.2956937272,-4.2865343094
2011-05-04 14:00:00,Middle,-4.7865343094,0.1423983574,0.1825434204,0.1624708889,-0.3375291111,-2.3120317103,-4.2865343094
2011-05-04 15:00:00,Middle,-4.7865343094,0.0788054466,0.1273220508,0.1030637487,-0.3969362513,-2.3417352803,-4.2865343094
2011-05-04 16:00:00,Middle,-4.7865343094,0.0201406479,0.0680661529,0.0441034004,-0.4558965996,-2.3712154545,-4.2865343094
2011-05-04 17:00:00,Middle,-4.7865343094,-0.0313429832,0.0156553509,-0.0078438162,-0.5078438162,-2.3971890628,-4.2865343094
2011-05-04 18:00:00,Middle,-4.7865343094,-0.0700674057,-0.0260064535,-0.0480369296,-0.5480369296,-2.4172856195,-4.2865343094
2011-05-04 19:00:00,Middle,-4.7865343094,-0.0836148262,-0.0451902959,-0.0644025610,-0.5644025610,-2.4254684352,-4.2865343094
2011-05-04 20:00:00,Middle,-4.7865343094,-0.0535454750,-0.0227201895,-0.0381328322,-0.5381328322,-2.4123335708,-4.2865343094
2011-05-04 21:00:00,Middle,-4.7865343094,0.0060477257,0.0336144665,0.0198310961,-0.4801689039,-2.3833516067,-4.2865343094
2011-05-04 22:00:00,Middle,-4.7865343094,0.0684561729,0.0947144226,0.0815852977,-0.4184147023,-2.3524745058,-4.2865343094
2011-05-04 23:00:00,Middle,-4.7865343094,0.1259779930,0.1511998116,0.1385889023,-0.3614110977,-2.3239727035,-4.2865343094
2011-05-05 00:00:00,Middle,-4.7865343094,0.1608352661,0.1900052213,0.1754202437,-0.3245797563,-2.3055570329,-4.2865343094
2011-05-05 01:00:00,Middle,-4.7865343094,0.1577243805,0.1945181930,0.1761212867,-0.3238787133,-2.3052065113,-4.2865343094
2011-05-05 02:00:00,Middle,-4.7865343094,0.1230096817,0.1645094018,0.1437595417,-0.3562404583,-2.3213873838,-4.2865343094
2011-05-05 03:00:00,Middle,-4.7865343094,0.0598082542,0.1105412420,0.0851747481,-0.4148252519,-2.3506797806,-4.2865343094
2011-05-05 04:00:00,Middle,-4.7865343094,-0.0158824921,0.0397812327,0.0119493703,-0.4880506297,-2.3872924695,-4.2865343094
2011-05-05 05:00:00,Middle,-4.7865343094,-0.0830421448,-0.0283927238,-0.0557174343,-0.5557174343,-2.4211258718,-4.2865343094
2011-05-05 06:00:00,Middle,-4.7865343094,-0.1270456314,-0.0797262234,-0.1033859274,-0.6033859274,-2.4449601184,-4.2865343094
2011-05-05 07:00:00,Middle,-4.7865343094,-0.1460380554,-0.1029968784,-0.1245174669,-0.6245174669,-2.4555258881,-4.2865343094
2011-05-05 08:00:00,Middle,-4.7865343094,-0.1194047928,-0.0870135573,-0.1032091751,-0.6032091751,-2.4448717422,-4.2865343094
2011-05-05 09:00:00,Middle,-4.7865343094,-0.0759906769,-0.0419327036,-0.0589616903,-0.5589616903,-2.4227479998,-4.2865343094
2011-05-05 10:00:00,Middle,-4.7865343094,0.0072236061,0.0288735073,0.0180485567,-0.4819514433,-2.3842428763,-4.2865343094
2011-05-05 11:00:00,Middle,-4.7865343094,0.0877938271,0.1084419662,0.0981178966,-0.4018821034,-2.3442082064,-4.2865343094
2011-05-05 12:00:00,Middle,-4.7865343094,0.1476244926,0.1738741538,0.1607493232,-0.3392506768,-2.3128924931,-4.2865343094
2011-05-05 13:00:00,Middle,-4.7865343094,0.1791858673,0.2105201049,0.1948529861,-0.3051470139,-2.2958406616,-4.2865343094
2011-05-05 14:00:00,Middle,-4.7865343094,0.1788930893,0.2164579123,0.1976755008,-0.3023244992,-2.2944294043,-4.2865343094
2011-05-05 15:00:00,Middle,-4.7865343094,0.1335153580,0.1803252933,0.1569203256,-0.3430796744,-2.3148069919,-4.2865343094
2011-05-05 16:00:00,Middle,-4.7865343094,0.0600123405,0.1161995727,0.0881059566,-0.4118940434,-2.3492141764,-4.2865343094
2011-05-05 17:00:00,Middle,-4.7865343094,0.0009140968,0.0525100831,0.0267120900,-0.4732879100,-2.3799111097,-4.2865343094
2011-05-05 18:00:00,Middle,-4.7865343094,-0.0499072075,0.0006993582,-0.0246039246,-0.5246039246,-2.4055691170,-4.2865343094
2011-05-05 19:00:00,Middle,-4.7865343094,-0.0815224648,-0.0351289999,-0.0583257323,-0.5583257323,-2.4224300209,-4.2865343094
2011-05-05 20:00:00,Middle,-4.7865343094,-0.0736970901,-0.0357744077,-0.0547357489,-0.5547357489,-2.4206350292,-4.2865343094
2011-05-05 21:00:00,Middle,-4.7865343094,-0.0327372551,0.0008337188,-0.0159517681,-0.5159517681,-2.4012430388,-4.2865343094
2011-05-05 22:00:00,Middle,-4.7865343094,0.0348715782,0.0639973420,0.0494344601,-0.4505655399,-2.3685499246,-4.2865343094
2011-05-05 23:00:00,Middle,-4.7865343094,0.1002578735,0.1280894386,0.1141736561,-0.3858263439,-2.3361803267,-4.2865343094
2011-05-06 00:00:00,Middle,-4.7865343094,0.1534519196,0.1838840772,0.1686679984,-0.3313320016,-2.3089331555,-4.2865343094
2011-05-06 01:00:00,Middle,-4.7865343094,0.1915426254,0.2229482855,0.2072454555,-0.2927545445,-2.2896444270,-4.2865343094
2011-05-06 02:00:00,Middle,-4.7865343094,0.1771707535,0.2205731122,0.1988719328,-0.3011280672,-2.2938311883,-4.2865343094
2011-05-06 03:00:00,Middle,-4.7865343094,0.1242241859,0.1742837026,0.1492539443,-0.3507460557,-2.3186401826,-4.2865343094
2011-05-06 04:00:00,Middle,-4.7865343094,0.0480685234,0.1070234173,0.0775459704,-0.4224540296,-2.3544941695,-4.2865343094
2011-05-06 05:00:00,Middle,-4.7865343094,-0.0341463089,0.0262135497,-0.0039663796,-0.5039663796,-2.3952503445,-4.2865343094
2011-05-06 06:00:00,Middle,-4.7865343094,-0.1143460274,-0.0537880610,-0.0840670442,-0.5840670442,-2.4353006768,-4.2865343094
2011-05-06 07:00:00,Middle,-4.7865343094,-0.1489419937,-0.1023774354,-0.1256597145,-0.6256597145,-2.4560970120,-4.2865343094
2011-05-06 08:00:00,Middle,-4.7865343094,-0.1642045975,-0.1199245468,-0.1420645721,-0.6420645721,-2.4642994408,-4.2865343094
2011-05-06 09:00:00,Middle,-4.7865343094,-0.1247687340,-0.0910836242,-0.1079261791,-0.6079261791,-2.4472302442,-4.2865343094
2011-05-06 10:00:00,Middle,-4.7865343094,-0.0437784195,-0.0184907512,-0.0311345854,-0.5311345854,-2.4088344474,-4.2865343094
2011-05-06 11:00:00,Middle,-4.7865343094,0.0384502411,0.0623623212,0.0504062811,-0.4495937189,-2.3680640141,-4.2865343094
2011-05-06 12:00:00,Middle,-4.7865343094,0.1253166199,0.1466795208,0.1359980703,-0.3640019297,-2.3252681195,-4.2865343094
2011-05-06 13:00:00,Middle,-4.7865343094,0.1914267540,0.2180328890,0.2047298215,-0.2952701785,-2.2909022439,-4.2865343094
2011-05-06 14:00:00,Middle,-4.7865343094,0.2069630623,0.2464950652,0.2267290637,-0.2732709363,-2.2799026228,-4.2865343094
2011-05-06 15:00:00,Middle,-4.7865343094,0.1924142838,0.2353076834,0.2138609836,-0.2861390164,-2.2863366629,-4.2865343094
2011-05-06 16:00:00,Middle,-4.7865343094,0.1314244270,0.1867206274,0.1590725272,-0.3409274728,-2.3137308911,-4.2865343094
2011-05-06 17:00:00,Middle,-4.7865343094,0.0617070198,0.1195260048,0.0906165123,-0.4093834877,-2.3479588985,-4.2865343094
2011-05-06 18:00:00,Middle,-4.7865343094,0.0006680489,0.0558783521,0.0282732005,-0.4717267995,-2.3791305544,-4.2865343094
2011-05-06 19:00:00,Middle,-4.7865343094,-0.0585618019,-0.0023544979,-0.0304581499,-0.5304581499,-2.4084962297,-4.2865343094
2011-05-06 20:00:00,Middle,-4.7865343094,-0.0938744545,-0.0435904383,-0.0687324464,-0.5687324464,-2.4276333779,-4.2865343094
2011-05-06 21:00:00,Middle,-4.7865343094,-0.0736241341,-0.0369265678,-0.0552753509,-0.5552753509,-2.4209048302,-4.2865343094
2011-05-06 22:00:00,Middle,-4.7865343094,-0.0149898529,0.0171489715,0.0010795593,-0.4989204407,-2.3927273750,-4.2865343094
2011-05-06 23:00:00,Middle,-4.7865343094,0.0574302673,0.0875523169,0.0724912921,-0.4275087079,-2.3570215086,-4.2865343094
2011-05-07 00:00:00,Middle,-4.7865343094,0.1347017288,0.1613018259,0.1480017774,-0.3519982226,-2.3192662660,-4.2865343094
2011-05-01 01:00:00,Upper,-3.9888591766,0.1329216957,0.0664286324,0.0996751640,-0.4003248360,-1.9445920063,-3.4888591766
2011-05-01 02:00:00,Upper,-3.9888591766,-0.0929780006,-0.0297394144,-0.0613587075,-0.5613587075,-2.0251089421,-3.4888591766
2011-05-01 03:00:00,Upper,-3.9888591766,-0.0534482002,-0.0803053563,-0.0668767782,-0.5668767782,-2.0278679774,-3.4888591766
2011-05-01 04:00:00,Upper,-3.9888591766,-0.1038203239,-0.0985495353,-0.1011849296,-0.6011849296,-2.0450220531,-3.4888591766
2011-05-01 05:00:00,Upper,-3.9888591766,-0.0772311687,-0.0479650531,-0.0625981109,-0.5625981109,-2.0257286438,-3.4888591766
2011-05-01 06:00:00,Upper,-3.9888591766,-0.0173461437,-0.0150422136,-0.0161941787,-0.5161941787,-2.0025266777,-3.4888591766
2011-05-01 07:00:00,Upper,-3.9888591766,0.0444607735,0.0594930811,0.0519769273,-0.4480230727,-1.9684411247,-3.4888591766
2011-05-01 08:00:00,Upper,-3.9888591766,0.1039862633,0.1193465982,0.1116664307,-0.3883335693,-1.9385963729,-3.4888591766
2011-05-01 09:00:00,Upper,-3.9888591766,0.1515245438,0.1713695399,0.1614470418,-0.3385529582,-1.9137060674,-3.4888591766
2011-05-01 10:00:00,Upper,-3.9888591766,0.1638121605,0.1945419308,0.1791770457,-0.3208229543,-1.9048410655,-3.4888591766
2011-05-01 11:00:00,Upper,-3.9888591766,0.1565289497,0.1900138749,0.1732714123,-0.3267285877,-1.9077938822,-3.4888591766
2011-05-01 12:00:00,Upper,-3.9888591766,0.1169638634,0.1620324868,0.1394981751,-0.3605018249,-1.9246805008,-3.4888591766
2011-05-01 13:00:00,Upper,-3.9888591766,0.0473690033,0.1048266079,0.0760978056,-0.4239021944,-1.9563806855,-3.4888591766
2011-05-01 14:00:00,Upper,-3.9888591766,-0.0015642643,0.0486844212,0.0235600785,-0.4764399215,-1.9826495491,-3.4888591766
2011-05-01 15:00:00,Upper,-3.9888591766,-0.0446376801,0.0051042981,-0.0197666910,-0.5197666910,-2.0043129338,-3.4888591766
2011-05-01 16:00:00,Upper,-3.9888591766,-0.0619482994,-0.0232105946,-0.0425794470,-0.5425794470,-2.0157193118,-3.4888591766
2011-05-01 17:00:00,Upper,-3.9888591766,-0.0477111340,-0.0164969788,-0.0321040564,-0.5321040564,-2.0104816165,-3.4888591766
2011-05-01 18:00:00,Upper,-3.9888591766,-0.0103101730,0.0170442246,0.0033670258,-0.4966329742,-1.9927460754,-3.4888591766
2011-05-01 19:00:00,Upper,-3.9888591766,0.0645918846,0.0831354737,0.0738636791,-0.4261363209,-1.9574977487,-3.4888591766
2011-05-01 20:00:00,Upper,-3.9888591766,0.1161646843,0.1401714179,0.1281680511,-0.3718319489,-1.9303455628,-3.4888591766
2011-05-01 21:00:00,Upper,-3.9888591766,0.1769728661,0.1939347183,0.1854537922,-0.3145462078,-1.9017026922,-3.4888591766
2011-05-01 22:00:00,Upper,-3.9888591766,0.1980848312,0.2268442135,0.2124645224,-0.2875354776,-1.8881973271,-3.4888591766
2011-05-01 23:00:00,Upper,-3.9888591766,0.1854681969,0.2220057983,0.2037369976,-0.2962630024,-1.8925610895,-3.4888591766
2011-05-02 00:00:00,Upper,-3.9888591766,0.1350836754,0.1819897679,0.1585367216,-0.3414632784,-1.9151612275,-3.4888591766
2011-05-02 01:00:00,Upper,-3.9888591766,0.0678482056,0.1233925070,0.0956203563,-0.4043796437,-1.9466194102,-3.4888591766
2011-05-02 02:00:00,Upper,-3.9888591766,-0.0021402836,0.0556780991,0.0267689078,-0.4732310922,-1.9810451344,-3.4888591766
2011-05-02 03:00:00,Upper,-3.9888591766,-0.0491962433,0.0011592471,-0.0240184981,-0.5240184981,-2.0064388374,-3.4888591766
2011-05-02 04:00:00,Upper,-3.9888591766,-0.0883460045,-0.0412039723,-0.0647749884,-0.5647749884,-2.0268170825,-3.4888591766
2011-05-02 05:00:00,Upper,-3.9888591766,-0.0904059410,-0.0578333521,-0.0741196465,-0.5741196465,-2.0314894116,-3.4888591766
2011-05-02 06:00:00,Upper,-3.9888591766,-0.0638747215,-0.0364065597,-0.0501406406,-0.5501406406,-2.0194999086,-3.4888591766
2011-05-02 07:00:00,Upper,-3.9888591766,-0.0061156750,0.0161754960,0.0050299105,-0.4949700895,-1.9919146331,-3.4888591766
2011-05-02 08:00:00,Upper,-3.9888591766,0.0690174103,0.0848048624,0.0769111364,-0.4230888636,-1.9559740201,-3.4888591766
2011-05-02 09:00:00,Upper,-3.9888591766,0.1311798096,0.1504284487,0.1408041291,-0.3591958709,-1.9240275237,-3.4888591766
2011-05-02 10:00:00,Upper,-3.9888591766,0.1755814552,0.1986261092,0.1871037822,-0.3128962178,-1.9008776972,-3.4888591766
2011-05-02 11:00:00,Upper,-3.9888591766,0.1903710365,0.2205424638,0.2054567501,-0.2945432499,-1.8917012132,-3.4888591766
2011-05-02 12:00:00,Upper,-3.9888591766,0.1729078293,0.2108111630,0.1918594961,-0.3081405039,-1.8984998403,-3.4888591766
2011-05-02 13:00:00,Upper,-3.9888591766,0.1271939278,0.1746575969,0.1509257623,-0.3490742377,-1.9189667071,-3.4888591766
2011-05-02 14:00:00,Upper,-3.9888591766,0.0623965263,0.1181828090,0.0902896677,-0.4097103323,-1.9492847545,-3.4888591766
2011-05-02 15:00:00,Upper,-3.9888591766,0.0089464188,0.0611046053,0.0350255120,-0.4649744880,-1.9769168323,-3.4888591766
2011-05-02 16:00:00,Upper,-3.9888591766,-0.0258100033,0.0196053263,-0.0031023385,-0.5031023385,-1.9959807576,-3.4888591766
2011-05-02 17:00:00,Upper,-3.9888591766,-0.0446276665,-0.0027526368,-0.0236901516,-0.5236901516,-2.0062746641,-3.4888591766
2011-05-02 18:00:00,Upper,-3.9888591766,-0.0378282070,-0.0053635680,-0.0215958875,-0.5215958875,-2.0052275321,-3.4888591766
2011-05-02 19:00:00,Upper,-3.9888591766,0.0195965767,0.0420704070,0.0308334919,-0.4691665081,-1.9790128424,-3.4888591766
2011-05-02 20:00:00,Upper,-3.9888591766,0.0765714645,0.1029204160,0.0897459403,-0.4102540597,-1.9495566182,-3.4888591766
2011-05-02 21:00:00,Upper,-3.9888591766,0.1419267654,0.1613626814,0.1516447234,-0.3483552766,-1.9186072266,-3.4888591766
2011-05-02 22:00:00,Upper,-3.9888591766,0.1852412224,0.2115085143,0.1983748683,-0.3016251317,-1.8952421542,-3.4888591766
2011-05-02 23:00:00,Upper,-3.9888591766,0.1990098953,0.2321027665,0.2155563309,-0.2844436691,-1.8866514229,-3.4888591766
2011-05-03 00:00:00,Upper,-3.9888591766,0.1758928299,0.2183313344,0.1971120821,-0.3028879179,-1.8958735472,-3.4888591766
2011-05-03 01:00:00,Upper,-3.9888591766,0.1214218140,0.1726671763,0.1470444951,-0.3529555049,-1.9209073408,-3.4888591766
2011-05-03 02:00:00,Upper,-3.9888591766,0.0578427315,0.1154569526,0.0866498421,-0.4133501579,-1.9511046673,-3.4888591766
2011-05-03 03:00:00,Upper,-3.9888591766,-0.0151355267,0.0469603583,0.0159124158,-0.4840875842,-1.9864733804,-3.4888591766
2011-05-03 04:00:00,Upper,-3.9888591766,-0.0599558353,-0.0077616092,-0.0338587223,-0.5338587223,-2.0113589494,-3.4888591766
2011-05-03 05:00:00,Upper,-3.9888591766,-0.1068284512,-0.0530647773,-0.0799466142,-0.5799466142,-2.0344028954,-3.4888591766
2011-05-03 06:00:00,Upper,-3.9888591766,-0.1084916592,-0.0760170243,-0.0922543417,-0.5922543417,-2.0405567592,-3.4888591766
2011-05-03 07:00:00,Upper,-3.9888591766,-0.0600686073,-0.0361065598,-0.0480875836,-0.5480875836,-2.0184733801,-3.4888591766
2011-05-03 08:00:00,Upper,-3.9888591766,-0.0078287125,0.0200930747,0.0061321811,-0.4938678189,-1.9913634977,-3.4888591766
2011-05-03 09:00:00,Upper,-3.9888591766,0.0776524544,0.0900991125,0.0838757835,-0.4161242165,-1.9524916966,-3.4888591766
2011-05-03 10:00:00,Upper,-3.9888591766,0.1460151672,0.1650470184,0.1555310928,-0.3444689072,-1.9166640419,-3.4888591766
2011-05-03 11:00:00,Upper,-3.9888591766,0.1830668449,0.2106575527,0.1968621988,-0.3031378012,-1.8959984889,-3.4888591766
2011-05-03 12:00:00,Upper,-3.9888591766,0.1963920593,0.2287747798,0.2125834196,-0.2874165804,-1.8881378785,-3.4888591766
2011-05-03 13:00:00,Upper,-3.9888591766,0.1608710289,0.2063741917,0.1836226103,-0.3163773897,-1.9026182832,-3.4888591766
2011-05-03 14:00:00,Upper,-3.9888591766,0.1192913055,0.1654657418,0.1423785237,-0.3576214763,-1.9232403265,-3.4888591766
2011-05-03 15:00:00,Upper,-3.9888591766,0.0532517433,0.1109349512,0.0820933472,-0.4179066528,-1.9533829147,-3.4888591766
2011-05-03 16:00:00,Upper,-3.9888591766,0.0009093285,0.0533524555,0.0271308920,-0.4728691080,-1.9808641423,-3.4888591766
2011-05-03 17:00:00,Upper,-3.9888591766,-0.0408480167,0.0086106987,-0.0161186590,-0.5161186590,-2.0024889178,-3.4888591766
2011-05-03 18:00:00,Upper,-3.9888591766,-0.0535235405,-0.0170048363,-0.0352641884,-0.5352641884,-2.0120616825,-3.4888591766
2011-05-03 19:00:00,Upper,-3.9888591766,-0.0242958069,0.0038670041,-0.0102144014,-0.5102144014,-1.9995367890,-3.4888591766
2011-05-03 20:00:00,Upper,-3.9888591766,0.0110955238,0.0412129286,0.0261542262,-0.4738457738,-1.9813524752,-3.4888591766
2011-05-03 21:00:00,Upper,-3.9888591766,0.0927643776,0.1074552162,0.1001097969,-0.3998902031,-1.9443746899,-3.4888591766
2011-05-03 22:00:00,Upper,-3.9888591766,0.1511321068,0.1741907383,0.1626614225,-0.3373385775,-1.9130988770,-3.4888591766
2011-05-03 23:00:00,Upper,-3.9888591766,0.1973838806,0.2216684379,0.2095261593,-0.2904738407,-1.8896665087,-3.4888591766
2011-05-04 00:00:00,Upper,-3.9888591766,0.2035422325,0.2381825689,0.2208624007,-0.2791375993,-1.8839983880,-3.4888591766
2011-05-04 01:00:00,Upper,-3.9888591766,0.1729583740,0.2160638726,0.1945111233,-0.3054888767,-1.8971740267,-3.4888591766
2011-05-04 02:00:00,Upper,-3.9888591766,0.1202239990,0.1704834477,0.1453537233,-0.3546462767,-1.9217527266,-3.4888591766
2011-05-04 03:00:00,Upper,-3.9888591766,0.0368323326,0.1024643820,0.0696483573,-0.4303516427,-1.9596054097,-3.4888591766
2011-05-04 04:00:00,Upper,-3.9888591766,-0.0322585106,0.0263923674,-0.0029330716,-0.5029330716,-1.9958961241,-3.4888591766
2011-05-04 05:00:00,Upper,-3.9888591766,-0.0775737762,-0.0267195525,-0.0521466644,-0.5521466644,-2.0205029205,-3.4888591766
2011-05-04 06:00:00,Upper,-3.9888591766,-0.1188440323,-0.0684443608,-0.0936441965,-0.5936441965,-2.0412516866,-3.4888591766
2011-05-04 07:00:00,Upper,-3.9888591766,-0.1111900806,-0.0811008101,-0.0961454454,-0.5961454454,-2.0425023110,-3.4888591766
2011-05-04 08:00:00,Upper,-3.9888591766,-0.0644254684,-0.0402791362,-0.0523523023,-0.5523523023,-2.0206057395,-3.4888591766
2011-05-04 09:00:00,Upper,-3.9888591766,0.0162973404,0.0332616621,0.0247795013,-0.4752204987,-1.9820398377,-3.4888591766
2011-05-04 10:00:00,Upper,-3.9888591766,0.1051349640,0.1179249748,0.1115299694,-0.3884700306,-1.9386646036,-3.4888591766
2011-05-04 11:00:00,Upper,-3.9888591766,0.1690258980,0.1916606588,0.1803432784,-0.3196567216,-1.9042579491,-3.4888591766
2011-05-04 12:00:00,Upper,-3.9888591766,0.2074851990,0.2303436947,0.2189144469,-0.2810855531,-1.8849723649,-3.4888591766
2011-05-04 13:00:00,Upper,-3.9888591766,0.1996650696,0.2349063989,0.2172857342,-0.2827142658,-1.8857867212,-3.4888591766
2011-05-04 14:00:00,Upper,-3.9888591766,0.1706180573,0.2117364258,0.1911772415,-0.3088227585,-1.8988409676,-3.4888591766
2011-05-04 15:00:00,Upper,-3.9888591766,0.1014637947,0.1563181030,0.1288909489,-0.3711090511,-1.9299841139,-3.4888591766
2011-05-04 16:00:00,Upper,-3.9888591766,0.0420660973,0.0945964318,0.0683312645,-0.4316687355,-1.9602639560,-3.4888591766
2011-05-04 17:00:00,Upper,-3.9888591766,-0.0135233402,0.0386705091,0.0125735845,-0.4874264155,-1.9881427961,-3.4888591766
2011-05-04 18:00:00,Upper,-3.9888591766,-0.0526871681,-0.0043987386,-0.0285429534,-0.5285429534,-2.0087010650,-3.4888591766
2011-05-04 19:00:00,Upper,-3.9888591766,-0.0718927383,-0.0328054598,-0.0523490991,-0.5523490991,-2.0206041379,-3.4888591766
2011-05-04 20:00:00,Upper,-3.9888591766,-0.0433819294,-0.0183491036,-0.0308655165,-0.5308655165,-2.0098623466,-3.4888591766
2011-05-04 21:00:00,Upper,-3.9888591766,0.0159878731,0.0381663147,0.0270770939,-0.4729229061,-1.9808910414,-3.4888591766
2011-05-04 22:00:00,Upper,-3.9888591766,0.0832018852,0.1041744848,0.0936881850,-0.4063118150,-1.9475854958,-3.4888591766
2011-05-04 23:00:00,Upper,-3.9888591766,0.1396603584,0.1602813698,0.1499708641,-0.3500291359,-1.9194441563,-3.4888591766
2011-05-05 00:00:00,Upper,-3.9888591766,0.1826186180,0.2067089607,0.1946637893,-0.3053362107,-1.8970976936,-3.4888591766
2011-05-05 01:00:00,Upper,-3.9888591766,0.1781859398,0.2144721969,0.1963290683,-0.3036709317,-1.8962650542,-3.4888591766
2011-05-05 02:00:00,Upper,-3.9888591766,0.1508259773,0.1925278125,0.1716768949,-0.3283231051,-1.9085911409,-3.4888591766
2011-05-05 03:00:00,Upper,-3.9888591766,0.0831141472,0.1390118941,0.1110630207,-0.3889369793,-1.9388980780,-3.4888591766
2011-05-05 04:00:00,Upper,-3.9888591766,0.0119991302,0.0731627670,0.0425809486,-0.4574190514,-1.9731391140,-3.4888591766
