time_aest,model,level,segment_number,element_id,cell_number_one_based,cell_x,cell_y,segment_length_m,normal_x,normal_y,tuflow_water_level_m,schism_water_level_m,common_surface_z_m,common_bed_z_m,target_z_m,normal_velocity_inward_positive_ms,salinity_psu,temperature_degC,salt_advection_index_psu_ms,valid_support
2011-05-01 01:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0214861631,-0.0185670340,-0.0200265986,-1.7694287714,-0.8947276850,-0.1206955500,15.7998383865,19.9258875311,-1.9069701846,2
2011-05-01 02:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0720093250,-0.0693796657,-0.0706944954,-1.7694287714,-0.9200616334,-0.0920630060,11.2708681952,19.8635310065,-1.0376300067,2
2011-05-01 03:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1009180546,-0.0997873350,-0.1003526948,-1.7694287714,-0.9348907331,-0.0500784298,10.3913241952,19.8000540187,-0.5203811990,2
2011-05-01 04:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1114475727,-0.1014612285,-0.1064544006,-1.7694287714,-0.9379415860,-0.2874122914,12.7834088162,19.8230130794,-3.6741088194,2
2011-05-01 05:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0905361176,-0.0828738808,-0.0867049992,-1.7694287714,-0.9280668853,-0.2274696953,20.1247710921,19.8491202395,-4.5777755484,2
2011-05-01 06:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0306510925,-0.0231742355,-0.0269126640,-1.7694287714,-0.8981707177,-0.2107647377,22.2549864001,19.8455544637,-4.6905663702,2
2011-05-01 07:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0291899443,0.0356631318,0.0324265380,-1.7694287714,-0.8685011167,-0.1794814305,25.4599405424,19.8567536883,-4.5695865486,2
2011-05-01 08:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0892794132,0.0945764753,0.0919279443,-1.7694287714,-0.8387504135,-0.1471285734,28.0264328769,19.8656262416,-4.1234890874,2
2011-05-01 09:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1292392015,0.1351972822,0.1322182419,-1.7694287714,-0.8186052648,-0.1652423467,27.4931719286,19.8460886375,-4.5430362485,2
2011-05-01 10:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1393595934,0.1466308114,0.1429952024,-1.7694287714,-0.8132167845,-0.2098090644,25.2940583848,19.8386539012,-5.3069227240,2
2011-05-01 11:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1294111013,0.1371844498,0.1332977756,-1.7694287714,-0.8180654979,-0.2214476069,23.7373060526,19.8268876772,-5.2565696205,2
2011-05-01 12:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0792822838,0.0878403383,0.0835613110,-1.7694287714,-0.8429337302,-0.2642585188,21.8249001971,19.7794077212,-5.7674157987,2
2011-05-01 13:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0194637775,0.0279978814,0.0237308295,-1.7694287714,-0.8728489709,-0.2797664104,21.4210349243,19.7563319156,-5.9928860487,2
2011-05-01 14:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0307029486,-0.0218320681,-0.0262675083,-1.7694287714,-0.8978481399,-0.2911076028,20.9936348046,19.7412893210,-6.1114067011,2
2011-05-01 15:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0704469681,-0.0615592111,-0.0660030896,-1.7694287714,-0.9177159305,-0.3023082807,20.2509418867,19.7218640850,-6.1220274237,2
2011-05-01 16:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0804945230,-0.0714298020,-0.0759621625,-1.7694287714,-0.9226954670,-0.2897014470,20.1621144082,19.7127328169,-5.8409937181,2
2011-05-01 17:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0705354214,-0.0614421521,-0.0659887867,-1.7694287714,-0.9177087791,-0.2705828938,21.0430094304,19.7091153439,-5.6938783860,2
2011-05-01 18:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0204366446,-0.0124179278,-0.0164272862,-1.7694287714,-0.8929280288,-0.2318589992,24.0580555148,19.7342708859,-5.5780766735,2
2011-05-01 19:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0395655632,0.0454189684,0.0424922658,-1.7694287714,-0.8634682528,-0.1758140612,27.5398730731,19.7721427042,-4.8418969288,2
2011-05-01 20:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0996425152,0.1044170722,0.1020297937,-1.7694287714,-0.8336994888,-0.1421266226,29.1654113833,19.7722632378,-4.1451814176,2
2011-05-01 21:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1498680115,0.1550145070,0.1524412593,-1.7694287714,-0.8084937561,-0.1568779248,28.4383845163,19.7212520490,-4.4613547489,2
2011-05-01 22:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1695491076,0.1764272088,0.1729881582,-1.7694287714,-0.7982203066,-0.2017263810,26.3085199297,19.6517516429,-5.3071225156,2
2011-05-01 23:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1492977142,0.1572574671,0.1532775906,-1.7694287714,-0.8080755904,-0.2288192422,23.9537385532,19.5556347177,-5.4810763043,2
2011-05-02 00:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0992653370,0.1077989500,0.1035321435,-1.7694287714,-0.8329483139,-0.2651540759,22.2927512303,19.4610344705,-5.9110138515,2
2011-05-02 01:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0296638012,0.0381449801,0.0339043906,-1.7694287714,-0.8677621904,-0.2881686754,21.3512951768,19.3955465511,-6.1527744486,2
2011-05-02 02:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0304542780,-0.0217683227,-0.0261113003,-1.7694287714,-0.8977700359,-0.2962183510,21.0430637359,19.3601047759,-6.2333416389,2
2011-05-02 03:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0807019472,-0.0713937318,-0.0760478395,-1.7694287714,-0.9227383054,-0.3089450132,20.2996628024,19.3162899714,-6.2714795931,2
2011-05-02 04:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1107047796,-0.1013131680,-0.1060089738,-1.7694287714,-0.9377188726,-0.3059934136,19.7026286566,19.2768028158,-6.0288745989,2
2011-05-02 05:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1104630232,-0.1011018897,-0.1057824564,-1.7694287714,-0.9376056139,-0.2879828975,19.7727080573,19.2617734959,-5.6942017580,2
2011-05-02 06:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0803358555,-0.0715196845,-0.0759277700,-1.7694287714,-0.9226782707,-0.2557011254,21.8451070658,19.3293679439,-5.5858184621,2
2011-05-02 07:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0202097893,-0.0131708057,-0.0166902975,-1.7694287714,-0.8930595344,-0.2122399667,25.1551716410,19.4552660308,-5.3389327903,2
2011-05-02 08:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0493550301,0.0546058983,0.0519804642,-1.7694287714,-0.8587241536,-0.1511280031,28.6781888613,19.6069201691,-4.3340774162,2
2011-05-02 09:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1096243858,0.1137493108,0.1116868483,-1.7694287714,-0.8288709615,-0.1245648845,30.0818389085,19.6596322913,-3.7471407895,2
2011-05-02 10:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1498016119,0.1547521736,0.1522768928,-1.7694287714,-0.8085759393,-0.1522942895,28.7907879263,19.5851941672,-4.3846725924,2
2011-05-02 11:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1595255136,0.1662995642,0.1629125389,-1.7694287714,-0.8032581162,-0.2003821437,26.3843290820,19.4926405473,-5.2869484228,2
2011-05-02 12:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1393451691,0.1470757594,0.1432104642,-1.7694287714,-0.8131091536,-0.2250438021,23.9804717594,19.3725163569,-5.3966565402,2
2011-05-02 13:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0895222425,0.0976111209,0.0935666817,-1.7694287714,-0.8379310448,-0.2617780991,22.5219663966,19.2760939882,-5.8957575509,2
2011-05-02 14:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0293977261,0.0378859734,0.0336418497,-1.7694287714,-0.8678934608,-0.2785699045,21.8345711637,19.2231639513,-6.0824544042,2
2011-05-02 15:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0206784010,-0.0120714605,-0.0163749307,-1.7694287714,-0.8929018511,-0.2860344373,21.5604586617,19.1944779005,-6.1670336604,2
2011-05-02 16:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0504796505,-0.0419802393,-0.0462299449,-1.7694287714,-0.9078293581,-0.2888633545,21.0168900705,19.1510537009,-6.0710093664,2
2011-05-02 17:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0705457926,-0.0617828976,-0.0661643451,-1.7694287714,-0.9177965582,-0.2887377183,20.5763414350,19.0980619448,-5.9411658771,2
2011-05-02 18:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0502579212,-0.0418571255,-0.0460575233,-1.7694287714,-0.9077431474,-0.2555370405,21.8584886070,19.1393726326,-5.5856534886,2
2011-05-02 19:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0004229546,0.0071896600,0.0033833527,-1.7694287714,-0.8830227093,-0.2215469801,24.5922087865,19.2719473072,-5.4483295896,2
2011-05-02 20:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0596710443,0.0650242588,0.0623476516,-1.7694287714,-0.8535405599,-0.1639556134,28.0455773754,19.4588266500,-4.5982298423,2
2011-05-02 21:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1198389530,0.1245284675,0.1221837103,-1.7694287714,-0.8236225306,-0.1449947600,28.9277175660,19.4797970106,-4.1943674657,2
2011-05-02 22:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1596406698,0.1655110796,0.1625758747,-1.7694287714,-0.8034264483,-0.1753859531,27.5461473914,19.3629514733,-4.8312073131,2
2011-05-02 23:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1695530415,0.1767569847,0.1731550131,-1.7694287714,-0.7981368792,-0.2140672541,25.6476006574,19.2293015848,-5.4903114461,2
2011-05-03 00:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1393121481,0.1473244434,0.1433182957,-1.7694287714,-0.8130552378,-0.2374349108,23.3202442607,19.0287277621,-5.5370401151,2
2011-05-03 01:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0896612406,0.0977763898,0.0937188152,-1.7694287714,-0.8378549781,-0.2679026505,22.0980965212,18.8936431798,-5.9201386293,2
2011-05-03 02:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0192744732,0.0280727481,0.0236736107,-1.7694287714,-0.8728775804,-0.2884200058,21.3090639093,18.7952832178,-6.1459603360,2
2011-05-03 03:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0402530432,-0.0317667042,-0.0360098737,-1.7694287714,-0.9027193225,-0.2989866078,20.8384238034,18.7249216027,-6.2304096442,2
2011-05-03 04:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0907176733,-0.0814015597,-0.0860596165,-1.7694287714,-0.9277441939,-0.3091720314,20.1457944674,18.6450593814,-6.2285161998,2
2011-05-03 05:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1306530237,-0.1212140294,-0.1259335266,-1.7694287714,-0.9476811490,-0.3121459582,19.3428361530,18.5558451244,-6.0377881259,2
2011-05-03 06:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1202790737,-0.1111444359,-0.1157117548,-1.7694287714,-0.9425702631,-0.2805709147,19.7772149338,18.5757340283,-5.5489112839,2
2011-05-03 07:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0804765224,-0.0716908787,-0.0760837006,-1.7694287714,-0.9227562360,-0.2435988741,22.2700210212,18.7783469968,-5.4249520469,2
2011-05-03 08:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0201542377,-0.0134249361,-0.0167895869,-1.7694287714,-0.8931091792,-0.2059318872,25.3861514877,19.0483141716,-5.2278180856,2
2011-05-03 09:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0594916344,0.0641232558,0.0618074451,-1.7694287714,-0.8538106631,-0.1343741825,29.2824418167,19.4161418846,-3.9348041807,2
2011-05-03 10:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1197354794,0.1234955868,0.1216155331,-1.7694287714,-0.8239066191,-0.1179779015,30.4108150869,19.5340317177,-3.5878041471,2
2011-05-03 11:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1597156525,0.1645915791,0.1621536158,-1.7694287714,-0.8036375778,-0.1487214766,28.9786553728,19.4327359824,-4.3097484155,2
2011-05-03 12:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1594767570,0.1661782224,0.1628274897,-1.7694287714,-0.8033006408,-0.2002621533,26.3286475517,19.2401968065,-5.2726316530,2
2011-05-03 13:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1296280622,0.1369665265,0.1332972944,-1.7694287714,-0.8180657385,-0.2297924251,23.8648434136,19.0232171545,-5.4839602434,2
2011-05-03 14:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0796699524,0.0874540934,0.0835620229,-1.7694287714,-0.8429333742,-0.2601114853,22.6062612062,18.8686065947,-5.8801481786,2
2011-05-03 15:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0195786953,0.0276670981,0.0236228967,-1.7694287714,-0.8729029373,-0.2750652811,22.0514457648,18.7763607543,-6.0655871272,2
2011-05-03 16:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0304998159,-0.0222100202,-0.0263549181,-1.7694287714,-0.8978918447,-0.2843699046,21.6341187804,18.7009687517,-6.1520922933,2
2011-05-03 17:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0705446005,-0.0619895988,-0.0662670996,-1.7694287714,-0.9178479355,-0.2936558591,20.9078560337,18.5912361088,-6.1397144264,2
2011-05-03 18:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0702372789,-0.0619686571,-0.0661029680,-1.7694287714,-0.9177658697,-0.2719604353,21.0568105089,18.5654294367,-5.7266193530,2
2011-05-03 19:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0504721403,-0.0420496245,-0.0462608824,-1.7694287714,-0.9078448269,-0.2507068568,22.2075592681,18.6437131052,-5.5675873814,2
2011-05-03 20:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0001770258,0.0068857878,0.0033543810,-1.7694287714,-0.8830371952,-0.2193381267,24.9036879014,18.8827428446,-5.4623282527,2
2011-05-03 21:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0698335171,0.0745220679,0.0721777925,-1.7694287714,-0.8486254895,-0.1479281395,28.6879365708,19.2447641276,-4.2437530831,2
2011-05-03 22:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1295185089,0.1343004729,0.1319094909,-1.7694287714,-0.8187596402,-0.1399858330,29.2345304585,19.2626301094,-4.0924200996,2
2011-05-03 23:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1696918011,0.1753102953,0.1725010482,-1.7694287714,-0.7984638616,-0.1704629007,27.7984652658,19.0868209452,-4.7386070234,2
2011-05-04 00:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1695150137,0.1766856211,0.1731003174,-1.7694287714,-0.7981642270,-0.2155286720,25.5509228190,18.8251340822,-5.5069564630,2
2011-05-04 01:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1393709183,0.1471850311,0.1432779747,-1.7694287714,-0.8130753983,-0.2356991017,23.3427348211,18.5191007917,-5.5018616275,2
2011-05-04 02:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0795223713,0.0876634252,0.0835928982,-1.7694287714,-0.8429179366,-0.2704611933,21.9751242227,18.2894445215,-5.9434183209,2
2011-05-04 03:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0003707409,0.0077101704,0.0036697147,-1.7694287714,-0.8828795283,-0.2856095184,21.1086081446,18.1306775223,-6.0288194059,2
2011-05-04 04:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0601763725,-0.0518895098,-0.0560329411,-1.7694287714,-0.9127308563,-0.2958027614,20.4722633774,18.0214088499,-6.0557520396,2
2011-05-04 05:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1106107235,-0.1014264271,-0.1060185753,-1.7694287714,-0.9377236733,-0.3070981542,19.9823386769,17.9416545598,-6.1365393233,2
2011-05-04 06:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1404507160,-0.1313527796,-0.1359017478,-1.7694287714,-0.9526652596,-0.3043123808,19.3126537948,17.8405802368,-5.8770796566,2
2011-05-04 07:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.1303238869,-0.1212038650,-0.1257638759,-1.7694287714,-0.9475963237,-0.2769371973,19.7526032756,17.8879332029,-5.4702305903,2
2011-05-04 08:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0803294182,-0.0720145908,-0.0761720045,-1.7694287714,-0.9228003879,-0.2328431625,22.7771402386,18.2893960486,-5.3035013668,2
2011-05-04 09:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0004898310,0.0058055203,0.0026578446,-1.7694287714,-0.8833854634,-0.1776749649,26.5140103025,18.7981560441,-4.7108758494,2
2011-05-04 10:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0794038773,0.0837018234,0.0815528503,-1.7694287714,-0.8439379605,-0.1198051453,29.9522445329,19.2768203844,-3.5884330069,2
2011-05-04 11:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1401265860,0.1436176790,0.1418721325,-1.7694287714,-0.8137783194,-0.1189392985,30.3350759279,19.3229471965,-3.6080326507,2
2011-05-04 12:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1700332165,0.1748624106,0.1724478135,-1.7694287714,-0.7984904789,-0.1621195408,28.5295854088,19.0849041297,-4.6252032867,2
2011-05-04 13:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1698062420,0.1761154663,0.1729608541,-1.7694287714,-0.7982339586,-0.1983109896,26.3428943671,18.8057973367,-5.2240854508,2
2011-05-04 14:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1294078827,0.1368499258,0.1331289042,-1.7694287714,-0.8181499336,-0.2339415061,23.7458227487,18.4270795870,-5.5551335368,2
2011-05-04 15:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0696551800,0.0773545795,0.0735048797,-1.7694287714,-0.8479619458,-0.2647756300,22.3451908182,18.1740775062,-5.9164619770,2
2011-05-04 16:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0096170902,0.0174504658,0.0135337780,-1.7694287714,-0.8779474967,-0.2736402174,21.9964654046,18.0746660058,-6.0191175753,2
2011-05-04 17:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0401681662,-0.0323124582,-0.0362403122,-1.7694287714,-0.9028345418,-0.2847880062,21.4741257813,17.9563866078,-6.1155734660,2
2011-05-04 18:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0802985430,-0.0720770136,-0.0761877783,-1.7694287714,-0.9228082748,-0.2925014309,20.8205541779,17.8217857125,-6.0900418884,2
2011-05-04 19:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0902731419,-0.0819683117,-0.0861207268,-1.7694287714,-0.9277747491,-0.2803411054,20.5509376898,17.7448393051,-5.7612725883,2
2011-05-04 20:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0603110790,-0.0520603235,-0.0561857013,-1.7694287714,-0.9128072363,-0.2420407991,22.1936976888,17.9586177459,-5.3717803240,2
2011-05-04 21:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,-0.0004084110,0.0066380129,0.0031148009,-1.7694287714,-0.8831569852,-0.2054737135,25.1992876230,18.3812411811,-5.1777912047,2
2011-05-04 22:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.0595686436,0.0646174468,0.0620930452,-1.7694287714,-0.8536678631,-0.1543351476,28.4720228568,18.8539822430,-4.3942338501,2
2011-05-04 23:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1200101376,0.1240548792,0.1220325084,-1.7694287714,-0.8236981315,-0.1330224480,29.4417858046,18.9627736704,-3.9164184208,2
2011-05-05 00:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1497296095,0.1552110143,0.1524703119,-1.7694287714,-0.8084792297,-0.1717257407,27.7339839453,18.6516721326,-4.7626389343,2
2011-05-05 01:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1496626139,0.1565019571,0.1530822855,-1.7694287714,-0.8081732429,-0.2107635944,25.5664876071,18.2911842419,-5.3884848233,2
2011-05-05 02:00:00,SCHISM,Mid-depth,1,1362,1362,159.0756337406,-31.3580910955,75.5267870596,0.4146341082,-0.9099882177,0.1096214056,0.1170996613,0.1133605335,-1.7694287714,-0.8280341190,-0.2403000037,23.0324976610,17.8038352041,-5.5347092727,2
